accession,read_filtering,virus_id,n_reads,covered_bases
CRR711101,all mapped reads,OM451123.1,0,0
CRR711101,all mapped reads,MT114540.1,0,0
CRR711101,all mapped reads,MT114541.1,0,0
CRR711102,mapping quality filtered,OM451122.1,0,0
CRR711102,mapping quality filtered,OM451123.1,0,0
CRR711102,mapping quality filtered,MT114540.1,0,0
CRR711102,mapping quality filtered,MT114541.1,0,0
CRR711102,all mapped reads,OM451122.1,0,0
CRR711102,all mapped reads,OM451123.1,0,0
CRR711102,all mapped reads,MT114540.1,0,0
CRR711102,all mapped reads,MT114541.1,0,0
CRR711103,mapping quality filtered,OM451122.1,0,0
CRR711103,mapping quality filtered,OM451123.1,0,0
CRR711103,mapping quality filtered,MT114540.1,0,0
CRR711103,mapping quality filtered,MT114541.1,0,0
CRR711103,all mapped reads,OM451122.1,0,0
CRR711103,all mapped reads,OM451123.1,0,0
CRR711103,all mapped reads,MT114540.1,0,0
CRR711103,all mapped reads,MT114541.1,0,0
CRR711104,mapping quality filtered,OM451122.1,0,0
CRR711104,mapping quality filtered,OM451123.1,0,0
CRR711104,mapping quality filtered,MT114540.1,0,0
CRR711104,mapping quality filtered,MT114541.1,4,188
CRR711104,all mapped reads,OM451122.1,0,0
CRR711104,all mapped reads,OM451123.1,0,0
CRR711104,all mapped reads,MT114540.1,0,188
CRR711104,all mapped reads,MT114541.1,4,188
CRR711105,mapping quality filtered,OM451122.1,0,0
CRR711105,mapping quality filtered,OM451123.1,0,0
CRR711105,mapping quality filtered,MT114540.1,0,0
CRR711105,mapping quality filtered,MT114541.1,0,0
CRR711105,all mapped reads,OM451122.1,0,0
CRR711105,all mapped reads,OM451123.1,0,0
CRR711105,all mapped reads,MT114540.1,0,0
CRR711105,all mapped reads,MT114541.1,0,0
CRR711106,mapping quality filtered,OM451122.1,0,0
CRR711106,mapping quality filtered,OM451123.1,0,0
CRR711106,mapping quality filtered,MT114540.1,0,0
CRR711106,mapping quality filtered,MT114541.1,0,0
CRR711106,all mapped reads,OM451122.1,0,0
CRR711106,all mapped reads,OM451123.1,0,0
CRR711106,all mapped reads,MT114540.1,0,0
CRR711106,all mapped reads,MT114541.1,0,0
CRR711107,mapping quality filtered,OM451122.1,0,0
CRR711107,mapping quality filtered,OM451123.1,0,0
CRR711107,mapping quality filtered,MT114540.1,0,0
CRR711107,mapping quality filtered,MT114541.1,0,0
CRR711107,all mapped reads,OM451122.1,0,0
CRR711107,all mapped reads,OM451123.1,0,0
CRR711107,all mapped reads,MT114540.1,0,0
CRR711107,all mapped reads,MT114541.1,0,0
CRR711108,mapping quality filtered,OM451122.1,0,0
CRR711108,mapping quality filtered,OM451123.1,0,0
CRR711108,mapping quality filtered,MT114540.1,0,0
CRR711108,mapping quality filtered,MT114541.1,0,0
CRR711108,all mapped reads,OM451122.1,0,0
CRR711108,all mapped reads,OM451123.1,0,0
CRR711108,all mapped reads,MT114540.1,0,0
CRR711108,all mapped reads,MT114541.1,0,0
CRR711109,mapping quality filtered,OM451122.1,0,0
CRR711109,mapping quality filtered,OM451123.1,0,0
CRR711109,mapping quality filtered,MT114540.1,0,0
CRR711109,mapping quality filtered,MT114541.1,0,0
CRR711109,all mapped reads,OM451122.1,0,0
CRR711109,all mapped reads,OM451123.1,0,0
CRR711109,all mapped reads,MT114540.1,0,0
CRR711109,all mapped reads,MT114541.1,0,0
CRR711110,mapping quality filtered,OM451122.1,0,0
CRR711110,mapping quality filtered,OM451123.1,0,0
CRR711110,mapping quality filtered,MT114540.1,0,0
CRR711110,mapping quality filtered,MT114541.1,0,0
CRR711110,all mapped reads,OM451122.1,0,0
CRR711110,all mapped reads,OM451123.1,0,0
CRR711110,all mapped reads,MT114540.1,0,0
CRR711110,all mapped reads,MT114541.1,0,0
CRR711111,mapping quality filtered,OM451122.1,0,0
CRR711111,mapping quality filtered,OM451123.1,0,0
CRR711111,mapping quality filtered,MT114540.1,0,0
CRR711111,mapping quality filtered,MT114541.1,0,0
CRR711111,all mapped reads,OM451122.1,0,0
CRR711111,all mapped reads,OM451123.1,0,0
CRR711111,all mapped reads,MT114540.1,0,0
CRR711111,all mapped reads,MT114541.1,0,0
CRR711112,mapping quality filtered,OM451122.1,0,0
CRR711112,mapping quality filtered,OM451123.1,0,0
CRR711112,mapping quality filtered,MT114540.1,0,0
CRR711112,mapping quality filtered,MT114541.1,0,0
CRR711112,all mapped reads,OM451122.1,0,0
CRR711112,all mapped reads,OM451123.1,0,0
CRR711112,all mapped reads,MT114540.1,0,0
CRR711112,all mapped reads,MT114541.1,0,0
CRR711113,mapping quality filtered,OM451122.1,0,0
CRR711113,mapping quality filtered,OM451123.1,0,0
CRR711113,mapping quality filtered,MT114540.1,0,0
CRR711113,mapping quality filtered,MT114541.1,0,0
CRR711113,all mapped reads,OM451122.1,0,0
CRR711113,all mapped reads,OM451123.1,0,0
CRR711113,all mapped reads,MT114540.1,0,0
CRR711113,all mapped reads,MT114541.1,0,0
CRR711114,mapping quality filtered,OM451122.1,0,0
CRR711114,mapping quality filtered,OM451123.1,0,0
CRR711114,mapping quality filtered,MT114540.1,0,0
CRR711114,mapping quality filtered,MT114541.1,0,0
CRR711114,all mapped reads,OM451122.1,0,0
CRR711114,all mapped reads,OM451123.1,0,0
CRR711114,all mapped reads,MT114540.1,0,0
CRR711114,all mapped reads,MT114541.1,0,0
CRR711115,mapping quality filtered,OM451122.1,0,0
CRR711115,mapping quality filtered,OM451123.1,0,0
CRR711115,mapping quality filtered,MT114540.1,0,0
CRR711115,mapping quality filtered,MT114541.1,0,0
CRR711115,all mapped reads,OM451122.1,0,0
CRR711115,all mapped reads,OM451123.1,0,0
CRR711115,all mapped reads,MT114540.1,0,0
CRR711115,all mapped reads,MT114541.1,0,0
CRR711116,mapping quality filtered,OM451122.1,0,0
CRR711116,mapping quality filtered,OM451123.1,0,0
CRR711116,mapping quality filtered,MT114540.1,0,0
CRR711116,mapping quality filtered,MT114541.1,0,0
CRR711116,all mapped reads,OM451122.1,0,0
CRR711116,all mapped reads,OM451123.1,0,0
CRR711116,all mapped reads,MT114540.1,0,0
CRR711116,all mapped reads,MT114541.1,0,0
CRR711117,mapping quality filtered,OM451122.1,0,0
CRR711117,mapping quality filtered,OM451123.1,0,0
CRR711117,mapping quality filtered,MT114540.1,0,0
CRR711117,mapping quality filtered,MT114541.1,0,0
CRR711117,all mapped reads,OM451122.1,0,0
CRR711117,all mapped reads,OM451123.1,0,0
CRR711117,all mapped reads,MT114540.1,0,0
CRR711117,all mapped reads,MT114541.1,0,0
CRR711118,mapping quality filtered,OM451122.1,0,0
CRR711118,mapping quality filtered,OM451123.1,0,0
CRR711118,mapping quality filtered,MT114540.1,0,0
CRR711118,mapping quality filtered,MT114541.1,0,0
CRR711118,all mapped reads,OM451122.1,0,0
CRR711118,all mapped reads,OM451123.1,0,0
CRR711118,all mapped reads,MT114540.1,0,0
CRR711118,all mapped reads,MT114541.1,0,0
CRR711119,mapping quality filtered,OM451122.1,0,0
CRR711119,mapping quality filtered,OM451123.1,0,0
CRR711119,mapping quality filtered,MT114540.1,0,0
CRR711119,mapping quality filtered,MT114541.1,0,0
CRR711119,all mapped reads,OM451122.1,0,0
CRR711119,all mapped reads,OM451123.1,0,0
CRR711119,all mapped reads,MT114540.1,0,0
CRR711119,all mapped reads,MT114541.1,0,0
CRR711120,mapping quality filtered,OM451122.1,0,0
CRR711120,mapping quality filtered,OM451123.1,0,0
CRR711120,mapping quality filtered,MT114540.1,0,0
CRR711120,mapping quality filtered,MT114541.1,0,0
CRR711120,all mapped reads,OM451122.1,0,0
CRR711120,all mapped reads,OM451123.1,0,0
CRR711120,all mapped reads,MT114540.1,0,0
CRR711120,all mapped reads,MT114541.1,0,0
CRR711121,mapping quality filtered,OM451122.1,0,0
CRR711121,mapping quality filtered,OM451123.1,0,0
CRR711121,mapping quality filtered,MT114540.1,0,0
CRR711121,mapping quality filtered,MT114541.1,0,0
CRR711121,all mapped reads,OM451122.1,0,0
CRR711121,all mapped reads,OM451123.1,0,0
CRR711121,all mapped reads,MT114540.1,0,0
CRR711121,all mapped reads,MT114541.1,0,0
CRR711122,mapping quality filtered,OM451122.1,0,0
CRR711122,mapping quality filtered,OM451123.1,0,0
CRR711122,mapping quality filtered,MT114540.1,0,0
CRR711122,mapping quality filtered,MT114541.1,0,0
CRR711122,all mapped reads,OM451122.1,0,0
CRR711122,all mapped reads,OM451123.1,0,0
CRR711122,all mapped reads,MT114540.1,0,0
CRR711122,all mapped reads,MT114541.1,0,0
CRR711123,mapping quality filtered,OM451122.1,0,0
CRR711123,mapping quality filtered,OM451123.1,0,0
CRR711123,mapping quality filtered,MT114540.1,0,0
CRR711123,mapping quality filtered,MT114541.1,0,0
CRR711123,all mapped reads,OM451122.1,0,0
CRR711123,all mapped reads,OM451123.1,0,0
CRR711123,all mapped reads,MT114540.1,0,0
CRR711123,all mapped reads,MT114541.1,0,0
CRR711124,mapping quality filtered,OM451122.1,0,0
CRR711124,mapping quality filtered,OM451123.1,0,0
CRR711124,mapping quality filtered,MT114540.1,0,0
CRR711124,mapping quality filtered,MT114541.1,0,0
CRR711124,all mapped reads,OM451122.1,0,0
CRR711124,all mapped reads,OM451123.1,0,0
CRR711124,all mapped reads,MT114540.1,0,0
CRR711124,all mapped reads,MT114541.1,0,0
CRR711125,mapping quality filtered,OM451122.1,0,0
CRR711125,mapping quality filtered,OM451123.1,0,0
CRR711125,mapping quality filtered,MT114540.1,0,0
CRR711125,mapping quality filtered,MT114541.1,0,0
CRR711125,all mapped reads,OM451122.1,0,0
CRR711125,all mapped reads,OM451123.1,0,0
CRR711125,all mapped reads,MT114540.1,0,0
CRR711125,all mapped reads,MT114541.1,0,0
CRR711126,mapping quality filtered,OM451122.1,0,0
CRR711126,mapping quality filtered,OM451123.1,0,0
CRR711126,mapping quality filtered,MT114540.1,0,0
CRR711126,mapping quality filtered,MT114541.1,0,0
CRR711126,all mapped reads,OM451122.1,0,0
CRR711126,all mapped reads,OM451123.1,0,0
CRR711126,all mapped reads,MT114540.1,0,0
CRR711126,all mapped reads,MT114541.1,0,0
CRR711127,mapping quality filtered,OM451122.1,0,0
CRR711127,mapping quality filtered,OM451123.1,0,0
CRR711127,mapping quality filtered,MT114540.1,0,0
CRR711127,mapping quality filtered,MT114541.1,0,0
CRR711127,all mapped reads,OM451122.1,0,271
CRR711127,all mapped reads,OM451123.1,0,360
CRR711127,all mapped reads,MT114540.1,2,355
CRR711127,all mapped reads,MT114541.1,2,355
CRR711128,mapping quality filtered,OM451122.1,0,0
CRR711128,mapping quality filtered,OM451123.1,0,0
CRR711128,mapping quality filtered,MT114540.1,0,0
CRR711128,mapping quality filtered,MT114541.1,0,0
CRR711128,all mapped reads,OM451122.1,0,87
CRR711128,all mapped reads,OM451123.1,0,176
CRR711128,all mapped reads,MT114540.1,0,171
CRR711128,all mapped reads,MT114541.1,6,171
CRR711129,mapping quality filtered,OM451122.1,0,0
CRR711129,mapping quality filtered,OM451123.1,0,0
CRR711129,mapping quality filtered,MT114540.1,0,0
CRR711129,mapping quality filtered,MT114541.1,0,0
CRR711129,all mapped reads,OM451122.1,0,184
CRR711129,all mapped reads,OM451123.1,0,184
CRR711129,all mapped reads,MT114540.1,2,184
CRR711129,all mapped reads,MT114541.1,0,181
CRR711130,mapping quality filtered,OM451122.1,0,0
CRR711130,mapping quality filtered,OM451123.1,0,0
CRR711130,mapping quality filtered,MT114540.1,0,0
CRR711130,mapping quality filtered,MT114541.1,0,0
CRR711130,all mapped reads,OM451122.1,0,184
CRR711130,all mapped reads,OM451123.1,2,184
CRR711130,all mapped reads,MT114540.1,0,184
CRR711130,all mapped reads,MT114541.1,0,181
CRR711131,mapping quality filtered,OM451122.1,0,0
CRR711131,mapping quality filtered,OM451123.1,3,166
CRR711131,mapping quality filtered,MT114540.1,0,0
CRR711131,mapping quality filtered,MT114541.1,0,0
CRR711131,all mapped reads,OM451122.1,0,64
CRR711131,all mapped reads,OM451123.1,3,166
CRR711131,all mapped reads,MT114540.1,0,66
CRR711131,all mapped reads,MT114541.1,0,62
CRR711132,mapping quality filtered,OM451122.1,0,0
CRR711132,mapping quality filtered,OM451123.1,3,166
CRR711132,mapping quality filtered,MT114540.1,0,0
CRR711132,mapping quality filtered,MT114541.1,2,115
CRR711132,all mapped reads,OM451122.1,0,42
CRR711132,all mapped reads,OM451123.1,3,166
CRR711132,all mapped reads,MT114540.1,0,115
CRR711132,all mapped reads,MT114541.1,2,177
CRR711133,mapping quality filtered,OM451122.1,0,0
CRR711133,mapping quality filtered,OM451123.1,0,0
CRR711133,mapping quality filtered,MT114540.1,0,0
CRR711133,mapping quality filtered,MT114541.1,0,0
CRR711133,all mapped reads,OM451122.1,0,0
CRR711133,all mapped reads,OM451123.1,0,0
CRR711133,all mapped reads,MT114540.1,0,0
CRR711133,all mapped reads,MT114541.1,0,0
CRR711134,mapping quality filtered,OM451122.1,0,0
CRR711134,mapping quality filtered,OM451123.1,0,0
CRR711134,mapping quality filtered,MT114540.1,0,0
CRR711134,mapping quality filtered,MT114541.1,0,0
CRR711134,all mapped reads,OM451122.1,0,0
CRR711134,all mapped reads,OM451123.1,0,0
CRR711134,all mapped reads,MT114540.1,0,0
CRR711134,all mapped reads,MT114541.1,0,0
CRR711135,mapping quality filtered,OM451122.1,0,0
CRR711135,mapping quality filtered,OM451123.1,0,0
CRR711135,mapping quality filtered,MT114540.1,0,0
CRR711135,mapping quality filtered,MT114541.1,0,0
CRR711135,all mapped reads,OM451122.1,0,0
CRR711135,all mapped reads,OM451123.1,0,0
CRR711135,all mapped reads,MT114540.1,0,0
CRR711135,all mapped reads,MT114541.1,0,0
CRR711136,mapping quality filtered,OM451122.1,0,0
CRR711136,mapping quality filtered,OM451123.1,0,0
CRR711136,mapping quality filtered,MT114540.1,0,0
CRR711136,mapping quality filtered,MT114541.1,0,0
CRR711136,all mapped reads,OM451122.1,0,0
CRR711136,all mapped reads,OM451123.1,0,0
CRR711136,all mapped reads,MT114540.1,0,0
CRR711136,all mapped reads,MT114541.1,0,0
CRR711137,mapping quality filtered,OM451122.1,0,0
CRR711137,mapping quality filtered,OM451123.1,0,0
CRR711137,mapping quality filtered,MT114540.1,0,0
CRR711137,mapping quality filtered,MT114541.1,0,0
CRR711137,all mapped reads,OM451122.1,0,0
CRR711137,all mapped reads,OM451123.1,0,0
CRR711137,all mapped reads,MT114540.1,0,0
CRR711137,all mapped reads,MT114541.1,0,0
CRR711138,mapping quality filtered,OM451122.1,0,0
CRR711138,mapping quality filtered,OM451123.1,0,0
CRR711138,mapping quality filtered,MT114540.1,0,0
CRR711138,mapping quality filtered,MT114541.1,0,0
CRR711138,all mapped reads,OM451122.1,0,0
CRR711138,all mapped reads,OM451123.1,0,0
CRR711138,all mapped reads,MT114540.1,0,0
CRR711138,all mapped reads,MT114541.1,0,0
CRR711139,mapping quality filtered,OM451122.1,0,0
CRR711139,mapping quality filtered,OM451123.1,0,0
CRR711139,mapping quality filtered,MT114540.1,0,0
CRR711139,mapping quality filtered,MT114541.1,0,0
CRR711139,all mapped reads,OM451122.1,0,0
CRR711139,all mapped reads,OM451123.1,0,0
CRR711139,all mapped reads,MT114540.1,0,0
CRR711139,all mapped reads,MT114541.1,0,0
CRR711140,mapping quality filtered,OM451122.1,0,0
CRR711140,mapping quality filtered,OM451123.1,0,0
CRR711140,mapping quality filtered,MT114540.1,0,0
CRR711140,mapping quality filtered,MT114541.1,0,0
CRR711140,all mapped reads,OM451122.1,0,0
CRR711140,all mapped reads,OM451123.1,0,0
CRR711140,all mapped reads,MT114540.1,0,0
CRR711140,all mapped reads,MT114541.1,0,0
CRR711141,mapping quality filtered,OM451122.1,0,0
CRR711141,mapping quality filtered,OM451123.1,0,0
CRR711141,mapping quality filtered,MT114540.1,0,0
CRR711141,mapping quality filtered,MT114541.1,0,0
CRR711141,all mapped reads,OM451122.1,0,0
CRR711141,all mapped reads,OM451123.1,0,0
CRR711141,all mapped reads,MT114540.1,0,0
CRR711141,all mapped reads,MT114541.1,0,0
CRR711142,mapping quality filtered,OM451122.1,0,0
CRR711142,mapping quality filtered,OM451123.1,0,0
CRR711142,mapping quality filtered,MT114540.1,0,0
CRR711142,mapping quality filtered,MT114541.1,0,0
CRR711142,all mapped reads,OM451122.1,0,0
CRR711142,all mapped reads,OM451123.1,0,0
CRR711142,all mapped reads,MT114540.1,0,0
CRR711142,all mapped reads,MT114541.1,0,0
CRR711152,mapping quality filtered,OM451122.1,0,0
CRR711152,mapping quality filtered,OM451123.1,0,0
CRR711152,mapping quality filtered,MT114540.1,0,0
CRR711152,mapping quality filtered,MT114541.1,0,0
CRR711152,all mapped reads,OM451122.1,0,0
CRR711152,all mapped reads,OM451123.1,0,0
CRR711152,all mapped reads,MT114540.1,0,0
CRR711152,all mapped reads,MT114541.1,0,0
CRR711153,mapping quality filtered,OM451122.1,0,0
CRR711153,mapping quality filtered,OM451123.1,0,0
CRR711153,mapping quality filtered,MT114540.1,0,0
CRR711153,mapping quality filtered,MT114541.1,0,0
CRR711153,all mapped reads,OM451122.1,0,0
CRR711153,all mapped reads,OM451123.1,0,0
CRR711153,all mapped reads,MT114540.1,0,0
CRR711153,all mapped reads,MT114541.1,0,0
CRR711154,mapping quality filtered,OM451122.1,0,0
CRR711154,mapping quality filtered,OM451123.1,0,0
CRR711154,mapping quality filtered,MT114540.1,0,0
CRR711154,mapping quality filtered,MT114541.1,0,0
CRR711154,all mapped reads,OM451122.1,0,0
CRR711154,all mapped reads,OM451123.1,0,0
CRR711154,all mapped reads,MT114540.1,0,0
CRR711154,all mapped reads,MT114541.1,0,0
CRR711155,mapping quality filtered,OM451122.1,0,0
CRR711155,mapping quality filtered,OM451123.1,0,0
CRR711155,mapping quality filtered,MT114540.1,0,0
CRR711155,mapping quality filtered,MT114541.1,0,0
CRR711155,all mapped reads,OM451122.1,0,0
CRR711155,all mapped reads,OM451123.1,0,0
CRR711155,all mapped reads,MT114540.1,0,0
CRR711155,all mapped reads,MT114541.1,0,0
